Attributes,Close,High,Low,Open,Volume
Symbols,TREX.US,TREX.US,TREX.US,TREX.US,TREX.US
Date,,,,,
2014-08-01,7.1675,7.315,7.055,7.055,2223348
2014-08-04,8.25,8.47,7.5425,7.5425,12530264
2014-08-05,8.49,8.4975,8.1275,8.23,4881860
2014-08-06,8.9625,9.1625,8.445,8.4525,4418328
2014-08-07,8.8625,9.12,8.82,8.9825,1774416
2014-08-08,8.97,9.095,8.8125,8.8575,2215772
2014-08-11,9.0775,9.1475,9.01,9.045,1662752
2014-08-12,8.91,9.1225,8.8275,9.0,1539776
2014-08-13,9.04,9.055,8.8475,8.9475,1404256
2014-08-14,9.1125,9.1725,9.0,9.07,900388
2014-08-15,9.0275,9.2425,8.9525,9.205,1130868
2014-08-18,9.0,9.1425,8.9825,9.09,1405844
2014-08-19,9.285,9.36,9.0275,9.07,1415812
2014-08-20,9.3225,9.3825,9.1875,9.26,1207996
2014-08-21,9.335,9.4025,9.0825,9.3125,782616
2014-08-22,9.16,9.3075,9.075,9.3075,1081304
2014-08-25,9.155,9.265,9.075,9.22,786292
2014-08-26,9.21,9.2425,9.0775,9.155,1037872
2014-08-27,9.37,9.375,9.2375,9.2575,649260
2014-08-28,9.3425,9.39,9.245,9.3075,553884
2014-08-29,9.4,9.515,9.3375,9.3375,828900
2014-09-02,9.225,9.4425,9.1275,9.41,1602624
2014-09-03,9.2175,9.33,9.165,9.275,1183028
2014-09-04,9.618,9.872,9.3025,9.3175,1714012
2014-09-05,9.565,9.722,9.518,9.602,941740
2014-09-08,9.568,9.582,9.455,9.548,854424
2014-09-09,9.692,9.718,9.4775,9.572,1796608
2014-09-10,9.625,9.718,9.4825,9.698,1065996
2014-09-11,9.642,9.685,9.508,9.58,929016
2014-09-12,9.495,9.638,9.4725,9.638,1203300
2014-09-15,9.205,9.52,9.05,9.4875,1421520
2014-09-16,9.2825,9.325,9.0,9.195,1257260
2014-09-17,9.2875,9.4975,9.18,9.25,1356508
2014-09-18,9.245,9.3725,9.1525,9.3125,661604
2014-09-19,8.95,9.3875,8.88,9.2625,1608392
2014-09-22,8.795,8.9125,8.7,8.9,709440
2014-09-23,8.8775,9.02,8.7275,8.7375,923096
2014-09-24,8.9625,9.0175,8.7875,8.89,951276
2014-09-25,8.83,8.98,8.7825,8.9425,837352
2014-09-26,8.925,8.955,8.7875,8.855,677964
2014-09-29,8.9225,8.9475,8.805,8.805,1227916
2014-09-30,8.6425,9.0025,8.5275,8.96,1704624
2014-10-01,8.38,8.7125,8.3425,8.65,1079572
2014-10-02,8.4425,8.4925,8.265,8.3875,855848
2014-10-03,8.835,8.8575,8.4925,8.5125,1043448
2014-10-06,8.7475,8.8625,8.7,8.8375,885376
2014-10-07,8.65,8.78,8.6075,8.6875,1694764
2014-10-08,8.8025,8.825,8.515,8.605,1045288
2014-10-09,8.56,8.7975,8.56,8.77,1062560
2014-10-10,8.1325,8.63,8.11,8.545,1308616
2014-10-13,7.91,8.325,7.8875,8.1325,976044
2014-10-14,7.9775,8.195,7.84,8.0125,1477112
2014-10-15,8.2475,8.3075,7.77,7.84,1383592
2014-10-16,8.5075,8.7025,8.08,8.14,1559668
2014-10-17,8.6275,8.68,8.5,8.63,750984
2014-10-20,8.6675,8.7725,8.5575,8.5825,1105772
2014-10-21,8.7725,8.9075,8.6975,8.74,813004
2014-10-22,8.7575,8.9325,8.73,8.8075,752232
2014-10-23,8.85,9.0025,8.7575,8.8325,1351416
2014-10-24,9.195,9.225,8.7675,8.89,1598920
2014-10-27,9.79,9.898,9.0475,9.3825,4082564
2014-10-28,9.9,10.205,9.665,9.862,2385720
2014-10-29,9.975,10.05,9.84,9.905,799920
2014-10-30,10.135,10.2,9.878,9.972,1291928
2014-10-31,10.75,10.76,10.12,10.25,1430384
2014-11-03,10.632,10.898,10.58,10.735,1622932
2014-11-04,10.542,10.715,10.482,10.625,932396
2014-11-05,10.652,10.67,10.442,10.645,1349544
2014-11-06,10.748,10.77,10.648,10.668,937664
2014-11-07,11.0,11.205,10.698,10.775,1526304
2014-11-10,11.002,11.16,10.915,11.0,1394288
2014-11-11,11.0,11.088,10.935,11.028,1347984
2014-11-12,11.035,11.055,10.828,10.925,1348156
2014-11-13,10.728,11.102,10.685,11.03,836448
2014-11-14,10.705,10.865,10.655,10.742,911812
2014-11-17,10.475,10.815,10.462,10.725,963904
2014-11-18,10.58,10.662,10.472,10.488,969128
2014-11-19,10.402,10.6,10.218,10.6,1368348
2014-11-20,10.46,10.548,10.272,10.362,1309996
2014-11-21,10.592,10.788,10.465,10.582,1118632
2014-11-24,10.592,10.7,10.58,10.63,812376
2014-11-25,10.6,10.735,10.518,10.672,768660
2014-11-26,10.62,10.682,10.538,10.588,575756
2014-11-28,10.535,10.735,10.498,10.595,382572
2014-12-01,10.2,10.528,10.188,10.458,1025528
2014-12-02,10.3,10.398,10.218,10.258,1595368
2014-12-03,10.448,10.512,10.222,10.345,975396
2014-12-04,10.348,10.462,10.295,10.45,537972
2014-12-05,10.4,10.458,10.342,10.348,724060
2014-12-08,10.472,10.682,10.355,10.37,944528
2014-12-09,10.708,10.715,10.145,10.348,789144
2014-12-10,10.198,10.78,10.192,10.665,998224
2014-12-11,10.372,10.542,10.25,10.265,951508
2014-12-12,10.142,10.318,10.042,10.238,987156
2014-12-15,10.25,10.362,10.165,10.24,947540
2014-12-16,10.312,10.448,10.158,10.212,840508
2014-12-17,10.388,10.41,10.23,10.325,1191804
2014-12-18,10.595,10.66,10.322,10.462,992948
2014-12-19,10.38,10.62,10.37,10.605,764340
2014-12-22,10.502,10.532,10.268,10.365,628792
2014-12-23,10.528,10.67,10.488,10.555,323192
2014-12-24,10.598,10.662,10.55,10.568,511508
2014-12-26,10.635,10.748,10.595,10.65,462308
2014-12-29,10.722,10.88,10.642,10.658,418120
2014-12-30,10.65,10.782,10.592,10.68,798084
2014-12-31,10.645,10.922,10.642,10.662,630340
2015-01-02,10.618,11.12,10.455,10.75,736872
2015-01-05,10.438,10.7,10.348,10.502,1053268
2015-01-06,10.412,10.618,10.188,10.445,712428
2015-01-07,10.358,10.688,10.332,10.515,570032
2015-01-08,10.848,10.872,10.398,10.47,354520
2015-01-09,10.632,10.848,10.612,10.832,687832
2015-01-12,10.462,10.67,10.352,10.665,742980
2015-01-13,10.185,10.768,10.002,10.562,914144
2015-01-14,10.048,10.218,9.948,9.98,501984
2015-01-15,9.672,10.102,9.652,10.102,1147632
2015-01-16,9.92,9.988,9.512,9.642,899132
2015-01-20,9.972,10.02,9.67,9.828,1120144
2015-01-21,10.11,10.158,9.89,9.935,532540
2015-01-22,10.268,10.335,10.018,10.182,538684
2015-01-23,10.27,10.34,10.085,10.26,613596
2015-01-26,10.56,10.598,10.218,10.32,505764
2015-01-27,10.692,10.765,10.36,10.44,753076
2015-01-28,10.38,10.768,10.3,10.728,508980
2015-01-29,10.665,10.688,10.182,10.38,390888
2015-01-30,10.632,10.732,10.38,10.582,684324
2015-02-02,10.812,10.892,10.515,10.698,711492
2015-02-03,10.945,10.99,10.775,10.845,671824
2015-02-04,11.05,11.225,10.825,10.825,566732
2015-02-05,11.128,11.168,10.982,11.062,524268
2015-02-06,11.205,11.298,11.052,11.145,989780
2015-02-09,11.228,11.33,11.115,11.218,577752
2015-02-10,11.125,11.335,11.025,11.285,477368
2015-02-11,11.058,11.145,11.008,11.088,739024
2015-02-12,11.16,11.248,11.09,11.132,500936
2015-02-13,11.158,11.212,10.985,11.12,580736
2015-02-17,11.152,11.295,11.032,11.152,467048
2015-02-18,10.972,11.135,10.935,11.108,556000
2015-02-19,10.91,11.035,10.868,10.922,541556
2015-02-20,11.132,11.192,10.665,10.92,519488
2015-02-23,11.62,11.638,11.15,11.162,1674844
2015-02-24,12.475,12.852,11.102,11.738,3535480
2015-02-25,12.095,12.298,11.825,12.298,1923836
2015-02-26,12.855,12.978,12.12,12.13,1691028
2015-02-27,12.588,12.868,12.518,12.868,1070580
2015-03-02,12.625,12.72,12.42,12.542,898800
2015-03-03,12.55,12.605,12.415,12.55,759200
2015-03-04,12.94,13.072,12.425,12.5,1069200
2015-03-05,13.278,13.37,12.878,12.99,816400
2015-03-06,12.75,13.22,12.712,13.2,1354000
2015-03-09,12.635,12.912,12.558,12.878,956000
2015-03-10,12.262,12.598,12.175,12.525,1439600
2015-03-11,12.6,12.75,12.19,12.275,1349600
2015-03-12,12.59,12.938,12.515,12.725,1785200
2015-03-13,12.152,12.645,12.008,12.54,1317200
2015-03-16,12.572,12.578,12.11,12.228,1511200
2015-03-17,12.388,12.598,12.318,12.492,1043200
2015-03-18,12.722,12.822,12.222,12.35,1341600
2015-03-19,12.66,12.84,12.505,12.712,790800
2015-03-20,12.835,12.975,12.675,12.74,6630400
2015-03-23,12.948,13.075,12.812,12.848,1248000
2015-03-24,12.865,13.055,12.802,12.942,709600
2015-03-25,12.618,12.935,12.6,12.875,953600
2015-03-26,12.568,12.67,12.235,12.542,990000
2015-03-27,12.68,12.83,12.398,12.54,1368800
2015-03-30,13.105,13.158,12.7,12.73,1932000
2015-03-31,13.632,13.782,12.92,13.04,2180372
2015-04-01,13.552,13.82,13.332,13.695,1387200
2015-04-02,13.638,13.912,13.518,13.518,1144800
2015-04-06,13.578,13.862,13.452,13.578,772000
2015-04-07,13.515,13.742,13.47,13.6,665068
2015-04-08,14.22,14.43,13.328,13.55,2395200
2015-04-09,14.035,14.332,13.762,14.285,1247576
2015-04-10,13.55,14.048,13.445,14.048,1590800
2015-04-13,13.185,13.685,13.11,13.572,1186400
2015-04-14,13.358,13.41,12.968,13.158,1033600
2015-04-15,13.138,13.46,13.12,13.188,993872
2015-04-16,12.8,13.132,12.765,13.048,831916
2015-04-17,12.462,12.718,12.332,12.718,1184400
2015-04-20,12.932,12.94,12.46,12.548,976512
2015-04-21,12.992,13.162,12.878,12.94,872532
2015-04-22,12.87,13.05,12.772,12.972,807768
2015-04-23,12.492,12.852,12.425,12.848,1410000
2015-04-24,12.918,12.992,12.315,12.532,1502044
2015-04-27,12.55,13.15,12.505,13.002,1205200
2015-04-28,12.535,12.83,12.372,12.542,1125200
2015-04-29,12.29,12.588,12.19,12.5,1398800
2015-04-30,11.73,12.292,11.68,12.248,2092800
2015-05-01,12.198,12.318,11.73,11.785,1555200
2015-05-04,12.272,12.482,12.215,12.25,1010800
2015-05-05,12.07,12.358,12.02,12.278,912000
2015-05-06,12.19,12.265,11.91,12.13,828456
2015-05-07,12.672,12.72,12.138,12.142,1529436
2015-05-08,13.142,13.998,13.012,13.985,3451200
2015-05-11,12.715,13.258,12.492,13.195,1933200
2015-05-12,12.29,12.625,12.225,12.602,1137400
2015-05-13,12.2,12.312,11.94,12.312,1564400
2015-05-14,12.502,12.552,12.135,12.32,927600
2015-05-15,12.558,12.622,12.42,12.455,771564
2015-05-18,12.812,12.822,12.395,12.505,1010596
2015-05-19,13.045,13.11,12.815,12.815,1245600
2015-05-20,12.81,13.045,12.758,13.045,730000
2015-05-21,12.89,12.938,12.76,12.76,678400
2015-05-22,12.49,12.895,12.482,12.848,976000
2015-05-26,12.588,12.598,12.195,12.455,977604
2015-05-27,12.882,12.898,12.455,12.59,608800
2015-05-28,12.925,12.935,12.642,12.845,989556
2015-05-29,12.65,12.972,12.632,12.888,784400
2015-06-01,12.762,12.885,12.53,12.728,633496
2015-06-02,12.76,12.9,12.562,12.68,595280
2015-06-03,12.995,13.058,12.712,12.815,802800
2015-06-04,12.688,13.012,12.618,12.912,469600
2015-06-05,12.83,12.848,12.5,12.695,707600
2015-06-08,12.5,12.812,12.488,12.752,658800
2015-06-09,12.412,12.602,12.17,12.482,727636
2015-06-10,12.828,12.84,12.462,12.498,731364
2015-06-11,12.93,13.055,12.825,12.858,605748
2015-06-12,12.832,12.91,12.75,12.89,562800
2015-06-15,12.802,12.885,12.53,12.74,694400
2015-06-16,12.715,12.875,12.492,12.75,958000
2015-06-17,12.638,12.858,12.465,12.745,715200
2015-06-18,12.932,13.03,12.648,12.648,1301600
2015-06-19,12.992,13.13,12.88,12.945,3683200
2015-06-22,13.19,13.37,13.045,13.122,1133200
2015-06-23,13.15,13.285,13.032,13.24,812228
2015-06-24,13.072,13.39,13.008,13.238,768400
2015-06-25,12.922,13.17,12.85,13.158,759200
2015-06-26,12.76,13.038,12.73,12.978,1896400
2015-06-29,12.27,12.785,12.22,12.695,1456400
2015-06-30,12.358,12.535,12.315,12.4,1195304
2015-07-01,12.438,12.54,12.215,12.54,994000
2015-07-02,12.052,12.475,12.008,12.475,1115600
2015-07-06,11.968,12.17,11.852,11.96,861200
2015-07-07,11.535,12.04,11.45,12.04,1987200
2015-07-08,11.312,11.512,11.265,11.382,1554000
2015-07-09,11.745,11.765,11.382,11.512,1919600
2015-07-10,11.975,12.062,11.82,11.912,1202000
2015-07-13,12.238,12.32,11.995,12.1,3254000
2015-07-14,12.112,12.282,12.082,12.158,930480
2015-07-15,11.79,12.125,11.732,12.125,1196584
2015-07-16,11.86,12.08,11.79,11.892,1008000
2015-07-17,11.9,12.068,11.815,11.885,1476000
2015-07-20,11.672,12.018,11.625,11.912,1066800
2015-07-21,11.808,11.93,11.63,11.66,630800
2015-07-22,11.808,12.035,11.692,11.752,1062400
2015-07-23,11.625,11.892,11.612,11.795,983600
2015-07-24,11.432,11.732,11.378,11.648,1376000
2015-07-27,11.372,11.625,11.292,11.41,1003600
2015-07-28,11.068,11.462,10.872,11.462,2232000
2015-07-29,11.218,11.32,10.97,11.078,1273200
2015-07-30,11.268,11.298,11.098,11.198,1606800
2015-07-31,11.342,11.735,11.258,11.31,2330400
2015-08-03,9.71,10.295,8.55,9.73,16817692
2015-08-04,10.142,10.185,9.655,9.75,6356000
2015-08-05,9.855,10.33,9.625,10.16,3545200
2015-08-06,9.945,9.978,9.68,9.772,4093768
2015-08-07,10.025,10.068,9.825,9.88,2098800
2015-08-10,10.485,10.55,10.052,10.052,2286000
2015-08-11,10.418,10.498,10.228,10.36,1759020
2015-08-12,10.33,10.46,10.12,10.25,1663200
2015-08-13,10.218,10.46,10.19,10.328,1263200
2015-08-14,10.235,10.3,10.005,10.168,1251600
2015-08-17,10.292,10.382,10.062,10.182,1042000
2015-08-18,10.44,10.468,10.192,10.292,1682400
2015-08-19,10.55,10.652,10.222,10.418,1693200
2015-08-20,9.972,10.49,9.93,10.465,2032400
2015-08-21,10.07,10.225,9.648,9.75,2519600
2015-08-24,9.718,10.172,8.46,9.375,2516152
2015-08-25,9.3275,10.05,9.28,10.05,2149200
2015-08-26,9.3925,9.588,9.1975,9.545,2303200
2015-08-27,9.752,9.77,9.475,9.485,2047600
2015-08-28,9.792,10.0,9.702,9.75,2303600
2015-08-31,9.702,9.85,9.668,9.77,1388800
2015-09-01,9.28,9.572,9.2325,9.508,1542400
2015-09-02,9.538,9.545,9.225,9.4175,1553600
2015-09-03,9.745,9.81,9.588,9.588,1531200
2015-09-04,9.4275,9.635,9.3325,9.595,1282400
2015-09-08,9.682,9.78,9.558,9.63,1638400
2015-09-09,9.512,9.808,9.485,9.808,901600
2015-09-10,9.365,9.588,9.315,9.4075,1435596
2015-09-11,9.355,9.4725,9.2075,9.2825,2222000
2015-09-14,9.1975,9.4225,9.13,9.3725,1888000
2015-09-15,9.285,9.34,9.155,9.2225,1671200
2015-09-16,9.2625,9.315,9.1975,9.295,1516800
2015-09-17,9.26,9.45,9.205,9.2825,1748716
2015-09-18,8.875,9.175,8.6875,9.1525,14887200
2015-09-21,8.875,9.1,8.855,9.0,1625200
2015-09-22,8.4975,8.8725,8.445,8.785,2057200
2015-09-23,8.2125,8.5325,8.2025,8.5325,1704000
2015-09-24,8.6375,8.675,8.1525,8.3025,4632356
2015-09-25,8.7325,8.8225,8.6825,8.7025,2739200
2015-09-28,8.45,8.74,8.3775,8.68,2269116
2015-09-29,8.0375,8.485,8.0275,8.455,2077200
2015-09-30,8.3325,8.3625,7.9325,8.1575,3165600
2015-10-01,9.0225,9.1025,8.43,8.555,3490000
2015-10-02,9.3575,9.37,8.7975,8.8825,2244800
2015-10-05,9.768,9.855,9.4125,9.4125,1805040
2015-10-06,9.668,9.905,9.618,9.765,1279600
2015-10-07,10.112,10.165,9.732,9.732,1449200
2015-10-08,10.188,10.212,9.978,10.02,1184400
2015-10-09,10.135,10.248,10.07,10.248,892800
2015-10-12,10.032,10.132,9.812,10.11,1260072
2015-10-13,9.99,10.09,9.908,10.072,1650400
2015-10-14,9.938,10.052,9.768,9.972,1531200
2015-10-15,10.17,10.175,9.83,9.992,1154000
2015-10-16,10.288,10.305,10.02,10.19,666800
2015-10-19,10.232,10.352,10.178,10.238,1145940
2015-10-20,10.175,10.302,9.99,10.218,1290260
2015-10-21,10.142,10.32,10.015,10.235,1160800
2015-10-22,10.3,10.375,9.955,10.175,1311600
2015-10-23,10.62,10.645,10.345,10.395,2186400
2015-10-26,10.41,10.74,10.18,10.638,1944400
2015-10-27,9.81,10.078,9.075,10.078,5244800
2015-10-28,10.105,10.105,9.67,9.842,2434400
2015-10-29,9.74,10.2,9.58,9.962,1880400
2015-10-30,9.768,9.905,9.612,9.728,1890000
2015-11-02,9.848,9.92,9.702,9.772,1754284
2015-11-03,9.742,9.88,9.668,9.795,2330400
2015-11-04,9.758,9.915,9.672,9.732,1562528
2015-11-05,9.775,9.818,9.585,9.728,1090400
2015-11-06,10.118,10.17,9.712,9.712,1474800
2015-11-09,9.832,10.115,9.708,10.108,1420664
2015-11-10,10.008,10.095,9.782,9.798,959200
2015-11-11,10.022,10.11,9.82,10.058,918400
2015-11-12,9.612,10.012,9.572,9.928,1774400
2015-11-13,9.722,9.848,9.502,9.532,1053200
2015-11-16,10.06,10.102,9.705,9.705,1001600
2015-11-17,9.875,10.25,9.868,10.112,832000
2015-11-18,10.212,10.222,9.865,9.945,1102400
2015-11-19,10.265,10.382,10.145,10.198,904000
2015-11-20,10.295,10.475,10.248,10.335,627200
2015-11-23,10.455,10.615,10.258,10.258,1094000
2015-11-24,10.75,10.862,10.378,10.378,1356000
2015-11-25,10.768,10.905,10.66,10.718,1027600
2015-11-27,10.748,10.928,10.678,10.75,395600
2015-11-30,10.825,11.038,10.712,10.792,1232400
2015-12-01,10.85,10.915,10.762,10.875,1118488
2015-12-02,10.87,11.028,10.805,10.852,875916
2015-12-03,10.32,11.042,10.3,10.905,1690036
2015-12-04,10.472,10.515,10.222,10.355,1236000
2015-12-07,10.455,10.575,10.342,10.395,1065600
2015-12-08,10.678,10.69,10.25,10.285,1529076
2015-12-09,10.322,10.805,10.312,10.628,949600
2015-12-10,10.145,10.408,10.082,10.312,1135200
2015-12-11,9.752,10.062,9.718,9.975,1546800
2015-12-14,9.572,9.832,9.3575,9.735,1717712
2015-12-15,9.75,9.78,9.415,9.642,1045200
2015-12-16,10.098,10.315,9.792,9.852,1095200
2015-12-17,9.865,10.095,9.865,10.068,1688000
2015-12-18,9.515,9.95,9.508,9.795,2110800
2015-12-21,9.2875,9.748,9.25,9.605,1428000
2015-12-22,9.35,9.37,9.0925,9.31,1530384
2015-12-23,9.55,9.588,9.2,9.38,1621600
2015-12-24,9.728,9.828,9.575,9.575,525656
2015-12-28,9.39,9.674,9.285,9.662,1304172
2015-12-29,9.662,9.745,9.4375,9.4725,774044
2015-12-30,9.608,9.72,9.578,9.638,962156
2015-12-31,9.51,9.655,9.38,9.582,1854480
2016-01-04,9.0275,9.3,9.015,9.2875,1623696
2016-01-05,8.79,9.0675,8.7525,9.0475,921248
2016-01-06,8.76,8.8725,8.635,8.6375,1225960
2016-01-07,8.6025,8.8225,8.536,8.56,1737076
2016-01-08,8.4275,8.7475,8.415,8.6625,1411808
2016-01-11,8.585,8.6275,8.3,8.455,1191004
2016-01-12,8.6725,8.825,8.555,8.6875,1362868
2016-01-13,8.3225,8.7725,8.105,8.695,1464852
2016-01-14,8.2725,8.41,8.095,8.37,1466192
2016-01-15,8.28,8.3175,7.975,8.02,1433724
2016-01-19,8.05,8.4,7.9725,8.3725,2078400
2016-01-20,8.1475,8.275,7.7775,7.935,2643944
2016-01-21,8.435,8.6175,8.05,8.15,2521924
2016-01-22,8.795,9.0425,8.5825,8.5825,1492020
2016-01-25,8.81,8.99,8.715,8.745,2152768
2016-01-26,9.24,9.255,8.735,8.815,1581496
2016-01-27,8.9175,9.225,8.905,9.2225,1475432
2016-01-28,8.895,9.06,8.845,9.0525,607436
2016-01-29,9.39,9.4075,8.935,8.935,1267424
2016-02-01,9.0975,9.4175,8.9475,9.145,1147124
2016-02-02,8.67,8.945,8.655,8.895,885480
2016-02-03,8.8875,8.9,8.5275,8.7725,1145356
2016-02-04,9.1775,9.27,8.855,8.855,1171112
2016-02-05,8.7325,9.1875,8.71,9.1475,1064472
2016-02-08,8.3525,8.585,8.245,8.585,1520876
2016-02-09,8.4575,8.6175,8.1685,8.19,1354496
2016-02-10,8.3425,8.68,8.33,8.5775,1770200
2016-02-11,8.125,8.33,8.075,8.1875,1920588
2016-02-12,8.4275,8.5,8.1475,8.2325,1635896
2016-02-16,8.745,8.78,8.475,8.605,1309860
2016-02-17,8.7725,8.96,8.7725,8.805,868844
2016-02-18,8.625,8.805,8.605,8.8025,1353628
2016-02-19,8.665,8.726,8.47,8.62,1913544
2016-02-22,9.075,9.0875,8.7075,8.72,3626468
2016-02-23,9.96,10.324,9.345,9.625,5745248
2016-02-24,10.612,10.67,10.328,10.34,22197776
2016-02-25,10.65,10.72,10.415,10.615,4044732
2016-02-26,10.738,10.83,10.538,10.662,2856668
2016-02-29,10.768,10.908,10.649,10.765,2819440
2016-03-01,10.908,11.002,10.64,10.795,2675204
2016-03-02,10.978,11.018,10.74,10.87,2321468
2016-03-03,11.008,11.102,10.92,10.965,1677120
2016-03-04,10.982,11.13,10.855,10.948,1713048
2016-03-07,11.212,11.212,10.88,10.928,1612384
2016-03-08,10.88,11.162,10.852,11.082,1057696
2016-03-09,10.608,10.928,10.578,10.898,2017312
2016-03-10,10.612,10.802,10.405,10.655,1677432
2016-03-11,10.67,10.76,10.53,10.708,1825640
2016-03-14,10.862,10.882,10.565,10.65,1200128
2016-03-15,10.828,10.892,10.692,10.782,1284980
2016-03-16,11.02,11.13,10.75,10.772,1231804
2016-03-17,11.385,11.47,10.945,10.992,1789816
2016-03-18,11.41,11.6,11.4,11.46,1841488
2016-03-21,11.485,11.582,11.351,11.455,1548252
2016-03-22,11.682,11.83,11.425,11.425,2088904
2016-03-23,11.425,11.775,11.35,11.66,1784436
2016-03-24,11.502,11.57,11.318,11.39,1218560
2016-03-28,11.572,11.695,11.44,11.512,1043096
2016-03-29,11.962,12.012,11.522,11.575,1459160
2016-03-30,11.858,12.012,11.7,12.012,843448
2016-03-31,11.982,12.035,11.772,11.898,1975668
2016-04-01,11.932,11.975,11.7,11.825,850608
2016-04-04,12.012,12.141,11.915,11.955,1061632
2016-04-05,11.905,12.148,11.892,11.892,1134972
2016-04-06,12.162,12.182,11.9,11.935,1023620
2016-04-07,12.062,12.175,11.99,12.082,1084520
2016-04-08,12.125,12.328,12.07,12.188,537160
2016-04-11,11.98,12.415,11.962,12.275,808672
2016-04-12,12.115,12.225,11.95,11.96,981344
2016-04-13,12.442,12.445,11.978,12.208,1020740
2016-04-14,12.615,12.655,12.348,12.418,1340764
2016-04-15,12.268,12.638,12.24,12.57,1186336
2016-04-18,12.372,12.545,12.158,12.232,1382160
2016-04-19,12.152,12.432,12.008,12.395,886704
2016-04-20,12.252,12.32,12.085,12.185,848660
2016-04-21,12.225,12.342,12.188,12.2,985960
2016-04-22,12.292,12.352,12.166,12.25,1405648
2016-04-25,12.315,12.39,12.208,12.252,1068376
2016-04-26,12.362,12.49,12.255,12.342,780596
2016-04-27,12.478,12.59,12.185,12.38,1258888
2016-04-28,12.1,12.5,12.08,12.4,902228
2016-04-29,11.862,12.092,11.785,12.092,1205256
2016-05-02,11.925,12.055,11.878,11.948,1499316
2016-05-03,11.658,11.872,11.538,11.848,1114028
2016-05-04,11.428,11.692,11.385,11.585,1339112
2016-05-05,11.668,11.74,11.422,11.498,1102492
2016-05-06,11.482,11.828,11.242,11.66,2071684
2016-05-09,11.522,11.655,11.475,11.512,1911608
2016-05-10,11.005,12.5,10.425,12.372,6078116
2016-05-11,10.778,11.09,10.515,10.948,2185580
2016-05-12,10.552,10.88,10.522,10.838,1253880
2016-05-13,10.385,10.64,10.325,10.522,1943528
2016-05-16,10.395,10.592,10.372,10.392,1553856
2016-05-17,10.65,10.715,10.278,10.38,1665148
2016-05-18,10.55,10.755,10.48,10.562,979836
2016-05-19,10.472,10.598,10.332,10.5,683076
2016-05-20,10.715,10.718,10.538,10.538,893124
2016-05-23,10.645,10.9,10.578,10.752,907236
2016-05-24,11.128,11.165,10.638,10.738,1612468
2016-05-25,11.158,11.28,11.088,11.188,903452
2016-05-26,11.165,11.282,11.025,11.152,915268
2016-05-27,11.078,11.228,11.072,11.12,1811976
2016-05-31,11.292,11.34,11.055,11.075,1431860
2016-06-01,11.032,11.285,11.028,11.285,1047168
2016-06-02,10.82,11.03,10.672,10.96,1053488
2016-06-03,10.792,10.83,10.705,10.818,807092
2016-06-06,10.898,10.91,10.77,10.792,847784
2016-06-07,10.95,11.08,10.852,10.902,930448
2016-06-08,11.132,11.15,10.895,10.945,928940
2016-06-09,10.945,11.095,10.915,11.085,632912
2016-06-10,10.61,10.822,10.528,10.822,950176
2016-06-13,10.358,10.725,10.332,10.53,856452
2016-06-14,10.322,10.432,10.25,10.282,1827756
2016-06-15,10.352,10.53,10.35,10.37,721704
2016-06-16,10.328,10.336,10.125,10.24,832940
2016-06-17,10.498,10.54,10.195,10.352,1622520
2016-06-20,10.6,10.805,10.588,10.62,579536
2016-06-21,10.502,10.681,10.408,10.62,529968
2016-06-22,10.512,10.698,10.462,10.5,519068
2016-06-23,10.908,10.908,10.61,10.618,779952
2016-06-24,10.405,10.592,10.322,10.362,1104820
2016-06-27,10.16,10.298,9.935,10.298,1101684
2016-06-28,10.378,10.428,10.225,10.27,767324
2016-06-29,10.742,10.792,10.425,10.495,816804
2016-06-30,11.23,11.232,10.682,10.795,1182188
2016-07-01,11.268,11.578,11.196,11.222,1247576
2016-07-05,11.258,11.29,11.095,11.21,1147580
2016-07-06,11.332,11.368,11.128,11.212,956864
2016-07-07,11.38,11.43,11.238,11.352,883700
2016-07-08,11.688,11.718,11.375,11.402,923916
2016-07-11,12.09,12.12,11.752,11.765,778048
2016-07-12,12.25,12.372,12.115,12.125,894368
2016-07-13,12.212,12.325,12.12,12.305,755764
2016-07-14,12.125,12.25,12.085,12.25,590060
2016-07-15,12.188,12.205,12.005,12.205,853924
2016-07-18,12.172,12.305,12.12,12.208,1109420
2016-07-19,12.18,12.23,12.095,12.168,518484
2016-07-20,12.2,12.238,12.078,12.18,638084
2016-07-21,11.94,12.198,11.932,12.142,900584
2016-07-22,11.95,12.025,11.845,11.915,877188
2016-07-25,12.022,12.085,11.931,11.945,724256
2016-07-26,12.228,12.282,12.065,12.065,564360
2016-07-27,12.36,12.362,12.205,12.275,650180
2016-07-28,12.22,12.485,12.215,12.332,799868
2016-07-29,12.125,12.23,12.03,12.218,846284
2016-08-01,12.225,12.259,12.008,12.152,825680
2016-08-02,14.238,14.435,12.97,12.97,7399220
2016-08-03,14.422,14.682,13.478,13.87,4155348
2016-08-04,14.53,14.678,14.255,14.432,2111456
2016-08-05,14.812,15.07,14.59,14.625,1894736
2016-08-08,14.892,15.09,14.864,14.865,1398808
2016-08-09,14.688,14.922,14.63,14.855,1692932
2016-08-10,15.04,15.042,14.638,14.725,1244692
2016-08-11,15.058,15.154,14.93,15.12,971736
2016-08-12,15.002,15.115,14.805,15.002,699248
2016-08-15,15.15,15.252,14.954,14.99,551176
2016-08-16,14.98,15.125,14.868,15.125,800568
